Genomes	strain	ST	ID	length	replicon	K_locus	K_type	K_locus_confidence	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	rmpA2
201	GCA_002893825.1_ASM289382v1_genomic	ST11	CP025952.1	170821	IncFII(pHN7A8),IncR	KL47	K47	Very high	rmtB	-	fosA3	-	-	-	catII.2*	-	-	-	-	-	TEM-1D.v1^	-	CTX-M-65	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
202	GCA_002811335.4_ASM281133v4_genomic	ST273	CP025964.2	260970	-	KL15	K15	Very high	aac(6')-Ib4	-	-	-	-	-	-	-	sul1	-	-	-	-	-	CTX-M-3	-	IMP-4	-	-	-	-	-	-	-	-	-	-	-	-	-
202	GCA_002811335.4_ASM281133v4_genomic	ST273	CP025965.2	59730	IncN	KL15	K15	Very high	-	-	-	qnrS1	-	-	-	-	-	-	-	dfrA14.v1^	-	-	-	-	NDM-1	-	-	-	-	-	-	-	-	-	-	-	-	-
202	GCA_002811335.4_ASM281133v4_genomic	ST273	CP025966.2	130691	IncFII	KL15	K15	Very high	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;aph3-Ia.v1;strA.v1^;strB.v1	-	-	-	-	mphA	floR.v1	arr-3	sul1;sul1;sul2*	tet(A).v2	-	dfrA27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
203	GCA_009497695.1_ASM949769v1_genomic	ST23	CP026012.1	224152	IncFIB(K),IncHI1B	KL1	K1	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	2	1	1	2	2	2	rmpA2_3-47%
204	GCA_009497735.1_ASM949773v1_genomic	ST392	CP026018.1	76297	IncFIA(HI1),IncR	KL27	K27	High	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*	-	-	qnrB6^	-	-	floR.v1	arr-3	sul1;sul1;sul2	tet(D)	-	dfrA27	TEM-1D.v1^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
204	GCA_009497735.1_ASM949773v1_genomic	ST392	CP026019.1	305423	-	KL27	K27	High	aac(6')-Ib-cr.v2;aac(6')-Ib4^;aadA1.v1^;aadA2^;aphA15	-	-	qnrA1^	-	mphA	catB2.v1;catB3.v2;catII.2*;catII.2*	arr-3	sul1;sul1;sul1	-	-	dfrA12	OXA-1	-	SHV-12	-	VIM-1	-	-	-	-	-	-	-	-	-	-	-	-	-
204	GCA_009497735.1_ASM949773v1_genomic	ST392	CP026020.1	41874	IncX5	KL27	K27	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
205	GCA_003953905.1_ASM395390v1_genomic	ST23	CP026022.1	193176	IncFIB(K),IncHI1B	KL1	K1	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CTX-M-24	-	-	1	1	1	1	1	1	4*	1	1	2	3	2	rmpA2_6-60%
206	GCA_009497755.1_ASM949775v1_genomic	ST1265	CP026024.1	229796	IncFIB(K),IncHI1B	KL1	K1	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	4	1	1	2	3	2	rmpA2_8-60%
206	GCA_009497755.1_ASM949775v1_genomic	ST1265	CP026025.1	81180	-	KL1	K1	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
207	GCA_003367555.1_ASM336755v1_genomic	ST11	CP026131.1	164510	IncFII(pHN7A8),IncR	KL47	K47	Very high	rmtB	-	-	-	-	-	catII.2*	-	-	-	-	-	TEM-1D.v1^	-	CTX-M-65;SHV-12	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
208	GCA_004119955.1_ASM411995v1_genomic	ST11	CP026133.1	105124	IncFII(pHN7A8),IncR	KL47	K47	Very high	-	-	fosA3	-	-	-	catII.2*	-	-	-	-	-	-	-	CTX-M-65;SHV-12	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
208	GCA_004119955.1_ASM411995v1_genomic	ST11	CP026134.1	112465	IncFIB(pKPHS1)	KL47	K47	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
208	GCA_004119955.1_ASM411995v1_genomic	ST11	CP026135.1	161567	IncFIB(K),IncFII	KL47	K47	Very high	aac(3)-IId^;aadA2^	-	-	-	-	-	catII.2*	-	sul1	-	-	dfrA12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
209	GCA_004119975.1_ASM411997v1_genomic	ST11	CP026137.1	104887	IncFII(pHN7A8),IncR	KL47	K47	High	-	-	fosA3	-	-	-	catII.2*;catII.2*	-	-	-	-	-	-	-	CTX-M-65;SHV-12;SHV-12	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
209	GCA_004119975.1_ASM411997v1_genomic	ST11	CP026138.1	113246	IncFIB(pKPHS1)	KL47	K47	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
209	GCA_004119975.1_ASM411997v1_genomic	ST11	CP026139.1	86594	IncFIB(K),IncFII	KL47	K47	High	aadA2^	-	-	-	-	-	-	-	sul1	-	-	dfrA12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
210	GCA_004119995.1_ASM411999v1_genomic	ST11	CP026141.1	164501	IncFII(pHN7A8),IncR	KL47	K47	Very high	rmtB	-	-	-	-	-	catII.2*	-	-	-	-	-	TEM-1D.v1^	-	CTX-M-65;SHV-12	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
210	GCA_004119995.1_ASM411999v1_genomic	ST11	CP026142.1	59379	IncL/M	KL47	K47	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
211	GCA_004120075.1_ASM412007v1_genomic	ST11	CP026146.1	113265	IncFIB(pKPHS1)	KL47	K47	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
211	GCA_004120075.1_ASM412007v1_genomic	ST11	CP026147.1	71854	IncFII(pHN7A8)	KL47	K47	Very high	-	-	-	-	-	-	catII.2*	-	-	-	-	-	-	-	CTX-M-65;SHV-12	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
211	GCA_004120075.1_ASM412007v1_genomic	ST11	CP026148.1	86589	IncFIB(K),IncFII	KL47	K47	Very high	aadA2^	-	-	-	-	-	-	-	sul1	-	-	dfrA12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
212	GCA_004120095.1_ASM412009v1_genomic	ST11	CP026150.1	112458	IncFIB(pKPHS1)	KL47	K47	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
212	GCA_004120095.1_ASM412009v1_genomic	ST11	CP026151.1	146984	IncFIB(K),IncFII	KL47	K47	Very high	-	-	-	-	-	-	catII.2*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
212	GCA_004120095.1_ASM412009v1_genomic	ST11	CP026152.1	83260	IncFII(pHN7A8),IncR	KL47	K47	Very high	-	-	-	-	-	-	catII.2*	-	-	-	-	-	-	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
213	GCA_004120115.1_ASM412011v1_genomic	ST11	CP026156.1	77359	IncL/M	KL15	K15	Very high	aac(3)-IId^;aac(6')-Ib-cr.v2^	-	-	-	-	mphE.v2	-	-	sul1	-	-	-	TEM-1D.v1^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
214	GCA_004120175.1_ASM412017v1_genomic	ST17	CP026158.1	95560	IncFII	KL15	K15	Very high	aac(3)-IIa.v1^;aadA5	-	-	qnrS1	-	mphA	-	-	sul1	-	-	dfrA17	-	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
215	GCA_004120035.1_ASM412003v1_genomic	ST343	CP026161.1	165465	IncFIA(HI1),IncFIB(K),IncFII	KL30	K30	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
216	GCA_004120055.1_ASM412005v1_genomic	ST661	CP026163.1	120075	IncFIB(K),IncFII	KL24	K24	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
217	GCA_004120155.1_ASM412015v1_genomic	ST1764	CP026165.1	111252	IncFIB(pKPHS1)	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
217	GCA_004120155.1_ASM412015v1_genomic	ST1764	CP026166.1	211437	IncFIB(K)	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	5-54%	2	2	rmpA2_5-54%
218	GCA_002903005.1_ASM290300v1_genomic	ST252	CP026172.1	243967	IncFIB(Mar),IncHI1B	KL81	K81	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
218	GCA_002903005.1_ASM290300v1_genomic	ST252	CP026173.1	64271	IncFIB(pQil)	KL81	K81	Very high	strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
218	GCA_002903005.1_ASM290300v1_genomic	ST252	CP026174.1	93680	FII(pBK30683)	KL81	K81	Very high	strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
218	GCA_002903005.1_ASM290300v1_genomic	ST252	CP026175.1	172259	Col440I,IncFIB(K)	KL81	K81	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
218	GCA_002903005.1_ASM290300v1_genomic	ST252	CP026176.1	18977	Col440I,Col440I	KL81	K81	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
219	GCA_002903025.1_ASM290302v1_genomic	ST359	CP026179.1	237571	IncFIA(HI1),IncFII,IncN	KL110	unknown (KL110)	High	aac(6')-Ib'.v2^;aadA*;strA.v1^;strB.v1	-	-	qnrB19^	-	-	-	-	sul2	-	-	dfrA14.v1^	OXA-9.v1;TEM-1D.v1^	-	SHV-12	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
219	GCA_002903025.1_ASM290302v1_genomic	ST359	CP026180.1	97198	IncFIB(K),IncFII	KL110	unknown (KL110)	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
219	GCA_002903025.1_ASM290302v1_genomic	ST359	CP026181.1	94405	FII(pBK30683)	KL110	unknown (KL110)	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
219	GCA_002903025.1_ASM290302v1_genomic	ST359	CP026182.1	61178	IncR	KL110	unknown (KL110)	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
219	GCA_002903025.1_ASM290302v1_genomic	ST359	CP026183.1	6974	Col440I	KL110	unknown (KL110)	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
219	GCA_002903025.1_ASM290302v1_genomic	ST359	CP026184.1	60046	IncN3	KL110	unknown (KL110)	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
219	GCA_002903025.1_ASM290302v1_genomic	ST359	CP026185.1	40784	-	KL110	unknown (KL110)	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
219	GCA_002903025.1_ASM290302v1_genomic	ST359	CP026186.1	373179	IncFIB(Mar)	KL110	unknown (KL110)	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
220	GCA_002935085.1_ASM293508v1_genomic	ST252	CP026393.1	6761	Col440I	KL81	K81	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
220	GCA_002935085.1_ASM293508v1_genomic	ST252	CP026394.1	63725	IncFII(S),IncFII(SARC14)	KL81	K81	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
220	GCA_002935085.1_ASM293508v1_genomic	ST252	CP026395.1	80642	IncL/M(pOXA-48)	KL81	K81	Very high	ant(2'')-Ia	-	-	qnrB19^	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	SHV-12	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
220	GCA_002935085.1_ASM293508v1_genomic	ST252	CP026396.1	144072	IncFII	KL81	K81	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
220	GCA_002935085.1_ASM293508v1_genomic	ST252	CP026397.1	220406	IncFII,IncR	KL81	K81	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
220	GCA_002935085.1_ASM293508v1_genomic	ST252	CP026398.1	249238	IncFIB(Mar),IncHI1B	KL81	K81	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
221	GCA_003076555.1_ASM307655v1_genomic	ST307	CP026496.1	58110	IncN	KL102	unknown (KL102)	Very high	strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	-	-	dfrA14.v1^;dfrA14.v1^	-	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
221	GCA_003076555.1_ASM307655v1_genomic	ST307	CP026497.1	55141	IncL/M(pMU407)	KL102	unknown (KL102)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-2A^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
222	GCA_001887985.4_ASM188798v4_genomic	ST11	CP026582.3	10060	ColRNAI	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
222	GCA_001887985.4_ASM188798v4_genomic	ST11	CP026583.3	5596	ColRNAI	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
222	GCA_001887985.4_ASM188798v4_genomic	ST11	CP026584.1	156099	IncFII(pHN7A8),IncR	KL64	K64	Very high	rmtB	-	-	-	-	-	catII.2*	-	-	-	-	-	TEM-1D.v1^	-	CTX-M-65	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
223	GCA_002944845.1_ASM294484v1_genomic	ST86	CP026587.1	215697	IncFIB(K),IncHI1B	KL2	K2	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1*	1	1	1	1	1	4-47%	2	2	rmpA2_9
223	GCA_002944845.1_ASM294484v1_genomic	ST86	CP026588.1	126149	IncFII	KL2	K2	Very high	aac(6')-Ib-cr.v2;aadA16*	-	-	qnrS1	-	mphA	floR.v1	arr-3	sul1	tet(A).v2	-	dfrA27	TEM-1D.v1^	-	CTX-M-3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
223	GCA_002944845.1_ASM294484v1_genomic	ST86	CP026589.1	89247	IncFII(pHN7A8)	KL2	K2	Very high	rmtB	-	fosA3*	-	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	CTX-M-65	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
223	GCA_002944845.1_ASM294484v1_genomic	ST86	CP026590.1	49215	IncN	KL2	K2	Very high	-	-	-	qnrS1	-	-	-	-	-	-	-	dfrA14.v1^	-	-	-	-	NDM-1	-	-	-	-	-	-	-	-	-	-	-	-	-
224	GCA_002948565.1_ASM294856v1_genomic	ST14	CP026752.1	211813	IncFIB(K),IncFII	KL2	K2	Very high	-	-	-	-	-	-	catA1^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
224	GCA_002948565.1_ASM294856v1_genomic	ST14	CP026753.1	70730	IncFIA(HI1),IncR	KL2	K2	Very high	aac(3)-IId^;aac(6')-Ib'.v1;aadA*;aadA*;strA.v1*;strB.v1*	-	-	-	-	ereA2*	cmlA5	arr-2	sul1*;sul2	-	-	-	OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
225	GCA_001701835.2_ASM170183v2_genomic	ST11	CP027037.1	187670	IncFIB(K),IncFII	KL15	K15	Very high	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	CatB4.v1	-	sul1	-	-	dfrA12	OXA-1	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
225	GCA_001701835.2_ASM170183v2_genomic	ST11	CP027038.1	155161	IncA/C2	KL15	K15	Very high	aadA*;ant(2'')-Ia;rmtB;strA.v1^;strB.v1	-	-	-	-	-	cmlA5	arr-2	sul2	tet(A).v2;tet(G).v1	-	-	OXA-10;TEM-1D.v1^	-	VEB-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
225	GCA_001701835.2_ASM170183v2_genomic	ST11	CP027039.1	63589	IncL/M(pOXA-48)	KL15	K15	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-48	-	-	-	-	-	-	-	-	-	-	-	-	-
225	GCA_001701835.2_ASM170183v2_genomic	ST11	CP027040.1	5234	Col440I,Col440II	KL15	K15	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
225	GCA_001701835.2_ASM170183v2_genomic	ST11	CP027041.1	4940	Col440I	KL15	K15	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
226	GCA_001701425.2_ASM170142v2_genomic	ST147	CP027043.1	192771	IncA/C2	KL64	K64	Very high	aadA*;ant(2'')-Ia;rmtB;strB.v1	-	-	-	-	-	cmlA5	arr-2	sul2	tet(A).v2;tet(G).v1	-	dfrA14.v1^;dfrA23	OXA-10;TEM-1D.v1^	-	VEB-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
226	GCA_001701425.2_ASM170142v2_genomic	ST147	CP027044.1	168873	IncFIB(K),IncFII	KL64	K64	Very high	aph3-Ia.v1^;strA.v1;strB.v1	-	-	-	-	-	-	-	-	-	-	dfrA1.v2;dfrA14.v1^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
226	GCA_001701425.2_ASM170142v2_genomic	ST147	CP027045.1	108879	IncFIB(pKPHS1)	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
226	GCA_001701425.2_ASM170142v2_genomic	ST147	CP027046.1	55018	-	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
226	GCA_001701425.2_ASM170142v2_genomic	ST147	CP027047.1	53495	IncR	KL64	K64	Very high	aac(6')-Il;aph3-Ia.v1^;strA.v1;strB.v1	-	-	-	-	mphA	-	-	sul1	-	-	dfrA1.v2	-	-	-	-	VIM-27	-	-	-	-	-	-	-	-	-	-	-	-	-
227	GCA_001701845.2_ASM170184v2_genomic	ST258	CP027049.1	170467	IncFIB(K),IncFII	KL106	unknown (KL106)	Good	aph3-Ia.v1^	-	-	-	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
227	GCA_001701845.2_ASM170184v2_genomic	ST258	CP027050.1	50979	IncN	KL106	unknown (KL106)	Good	strB.v1	-	-	-	-	-	-	-	sul2	tet(A).v1	-	dfrA14.v2	TEM-1D.v1^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
227	GCA_001701845.2_ASM170184v2_genomic	ST258	CP027051.1	43380	IncX3	KL106	unknown (KL106)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
227	GCA_001701845.2_ASM170184v2_genomic	ST258	CP027052.1	13841	ColRNAI	KL106	unknown (KL106)	Good	aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
228	GCA_001702045.2_ASM170204v2_genomic	ST258	CP027054.1	197872	IncFIB(K),IncFII	KL106	unknown (KL106)	Good	aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
228	GCA_001702045.2_ASM170204v2_genomic	ST258	CP027055.1	175636	IncA/C2	KL106	unknown (KL106)	Good	aadA*;ant(2'')-Ia;rmtB;strA.v1^;strB.v1	-	-	-	-	-	cmlA5	arr-2	sul2	tet(A).v2;tet(G).v1	-	dfrA14.v1^;dfrA23	OXA-10;TEM-1D.v1^	-	VEB-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
228	GCA_001702045.2_ASM170204v2_genomic	ST258	CP027056.1	95481	IncFIB(pQil)	KL106	unknown (KL106)	Good	-	-	-	-	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
228	GCA_001702045.2_ASM170204v2_genomic	ST258	CP027057.1	43380	IncX3	KL106	unknown (KL106)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
228	GCA_001702045.2_ASM170204v2_genomic	ST258	CP027058.1	13841	ColRNAI	KL106	unknown (KL106)	Good	aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
229	GCA_002258145.4_ASM225814v4_genomic	ST11	CP027065.3	10060	ColRNAI	KL47	K47	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
229	GCA_002258145.4_ASM225814v4_genomic	ST11	CP027066.3	5596	ColRNAI	KL47	K47	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
229	GCA_002258145.4_ASM225814v4_genomic	ST11	CP027067.1	120074	IncFII(pHN7A8),IncR	KL47	K47	Very high	rmtB	-	fosA3	-	-	-	catII.2*	-	-	-	-	-	TEM-1D.v1^	-	CTX-M-65	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
230	GCA_002968475.1_ASM296847v1_genomic	ST258	CP027147.1	4223	-	KL63	K63	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
230	GCA_002968475.1_ASM296847v1_genomic	ST258	CP027148.1	47286	IncL/M(pMU407)	KL63	K63	Very high	aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
230	GCA_002968475.1_ASM296847v1_genomic	ST258	CP027149.1	33772	IncFIB(pKPHS1)	KL63	K63	Very high	aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
230	GCA_002968475.1_ASM296847v1_genomic	ST258	CP027150.1	65684	IncR	KL63	K63	Very high	aac(3)-IV;aac(6')-Ib'.v1;aadA2;aadA^;aph(4)-Ia	-	-	-	-	-	cmlA1*	-	-	-	-	-	-	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
230	GCA_002968475.1_ASM296847v1_genomic	ST258	CP027151.1	6451	-	KL63	K63	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
230	GCA_002968475.1_ASM296847v1_genomic	ST258	CP027152.1	208849	IncFIB(K),IncFII	KL63	K63	Very high	aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
230	GCA_002968475.1_ASM296847v1_genomic	ST258	CP027153.1	6547	-	KL63	K63	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
230	GCA_002968475.1_ASM296847v1_genomic	ST258	CP027154.1	11576	-	KL63	K63	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
230	GCA_002968475.1_ASM296847v1_genomic	ST258	CP027155.1	49000	-	KL63	K63	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
230	GCA_002968475.1_ASM296847v1_genomic	ST258	CP027156.1	184525	IncFIB(Mar),IncHI1B	KL63	K63	Very high	aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
231	GCA_002968495.1_ASM296849v1_genomic	ST258	CP027157.1	27546	-	KL106	unknown (KL106)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
231	GCA_002968495.1_ASM296849v1_genomic	ST258	CP027158.1	113639	IncFIB(pQil),IncFII	KL106	unknown (KL106)	Good	-	-	-	-	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
231	GCA_002968495.1_ASM296849v1_genomic	ST258	CP027159.1	5563	IncX3	KL106	unknown (KL106)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
231	GCA_002968495.1_ASM296849v1_genomic	ST258	CP027161.1	207543	IncFIB(K),IncFII	KL106	unknown (KL106)	Good	aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
231	GCA_002968495.1_ASM296849v1_genomic	ST258	CP027162.1	42420	IncR	KL106	unknown (KL106)	Good	aac(3)-IV*;aac(6')-Ib'.v1;aadA2;aadA^;aph(4)-Ia	-	-	-	-	-	cmlA1*	-	sul3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
